A32 , A32 , 
30/06/2020 , 03/07/2020 , 
GREEN , YELLOW , 
#FF0000 , #FF0000 , 
10.90000 , 10.80000 , 
9.30000 , 10.10000 , 
9.70000 , 10.90000 , 
7.90000 , 9.30000 , 
8.32651 , 8.40290 , 
9.64158 , 9.64158 , 
8.98405 , 9.02224 , 
10.67841 , 10.68553 , 
9.70765 , 9.71412 , 
9.69100 , 9.70450 , 
10.50000 , 10.50000 , 
10.20000 , 10.20000 , 
10.00000 , 10.15000 , 
10.50000 , 10.60000 , 
10.25000 , 10.37500 , 
9.35000 , 9.40000 , 
8.77500 , 8.80000 , 
9.25000 , 9.25000 , 

ABI , ABI , 
30/06/2020 , 03/07/2020 , 
RED , RED , 
#009300 , #FF0000 , 
28.30000 , 28.40000 , 
#FF0000 , #009300 , 
7,100 , 19,000 , 
4.81 , -0.70 , 
-1.39 , 0.00 , 
#FF0000 , #FF0000 , 
-4.84 , -4.50 , 
#009300 , #FF0000 , 
#FFFFFF , #FFFFFF , 
#800080 , #800080 , 
#FFFFFF , #FFFFFF , 
2.00 , 2.00 , 
#009300 , #FF0000 , 
#FFFFFF , #FFFFFF , 
0 , 0 , 
#009300 , #FF0000 , 
28.30000 , 28.40000 , 
#FFFFFF , #FFFFFF , 
28.40000 , 28.10000 , 
#009300 , #FF0000 , 
#FFFFFF , #FFFFFF , 
4.8 , -0.7 , 
0 , -0 , 
#009300 , #009300 , 
#FFFFFF , #FFFFFF , 
13.2 , 13.6 , 
39 , 42 , 
#009300 , #009300 , 
#FF0000 , #FF0000 , 
3.5 , 3.9 , 
-11 , -14 , 
#FFFFFF , #FFFFFF , 
#FF0000 , #FF0000 , 
28.30 , 28.40 , 
7,100 , 19,000 , 
27.60 , 27.60 , 
28.98 , 28.98 , 
30.26 , 30.26 , 
29.28 , 29.28 , 
28.60 , 28.60 , 
27.92 , 27.92 , 
27.07 , 27.07 , 
4.82 , 0.72 , 
3.78 , 5.91 , 
0.59 , -0.17 , 
1.000 , 0.000 , 
0.000 , 0.000 , 
29.83080 , 29.83080 , 
-15 , -18 , 
29.28440 , 29.28440 , 
